feature,coeff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"'item_nbr',",-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145,-0.042233145
"'id',",-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06,-1.24E-06
"'unit_sales',",-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08,-2.95E-08
"'Onpromotion',",5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677,5.072404677
"'city_Cuenca',",0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245,0.667155245
"'city_Guaranda',",-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324,-0.396925324
"'city_SantoDomingo',",-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987,-0.169816987
"'city_Playas',",0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069,0.26170069
"'city_Puyo',",-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106,-0.435661106
"'city_Quito',",-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996,-0.532193996
